MSZoning,LotFrontage,LotArea,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
RM,60,6882,Other,2Story,6,1914,2006,TA,TA,No,Unf,0,Unf,0,684,684,773,582,0,0,1,1,3,1,7,0,None,0,0,WD,Normal,127000
RL,Other,3696,Other,1Story,Other,1986,1986,Gd,Gd,No,Unf,0,Unf,0,1074,1074,1088,0,0,0,1,1,2,1,5,0,Attchd,2,461,WD,Normal,170000
RM,Other,6000,Other,Other,Other,1936,1950,TA,TA,No,BLQ,672,Unf,0,0,672,757,567,0,0,1,0,3,1,6,0,Detchd,1,240,WD,Normal,128000
RL,Other,11880,Other,1Story,7,1978,1978,TA,Gd,No,ALQ,704,Unf,0,567,1271,1601,0,0,0,2,0,3,1,7,1,Attchd,2,478,COD,Abnorml,157000
RL,60,8400,Other,1Story,Other,1920,1950,TA,TA,No,Rec,290,Unf,0,0,290,438,0,0,0,1,0,1,1,3,0,Detchd,1,246,WD,Normal,60000
RL,Other,9758,NAmes,1Story,5,1971,1971,TA,TA,No,BLQ,412,LwQ,287,251,950,950,0,0,0,1,0,3,1,5,0,Detchd,1,280,WD,Normal,119500
RL,70,7000,NAmes,1Story,5,1960,2002,TA,TA,No,Rec,588,Unf,0,422,1010,1134,0,0,0,1,0,2,1,6,0,Attchd,1,254,WD,Family,135000
RL,Other,8910,NAmes,1Story,6,1959,1959,TA,TA,Mn,ALQ,655,Unf,0,0,655,1194,0,0,1,1,0,3,1,6,1,BuiltIn,2,539,WD,Normal,159500
RM,Other,2016,Other,2Story,5,1970,1970,TA,TA,No,Unf,0,Unf,0,630,630,630,672,0,0,2,1,3,1,6,0,Detchd,2,440,WD,Normal,106000
RL,Other,12256,Other,2Story,Other,1994,1995,Gd,Ex,Av,GLQ,1032,Unf,0,431,1463,1500,1122,1,0,2,1,3,1,9,2,Attchd,2,712,WD,Normal,325000
RL,Other,10357,Other,1Story,7,1990,1991,Gd,Gd,Mn,GLQ,738,Unf,0,172,910,1442,0,1,0,2,0,3,1,6,1,Attchd,2,719,WD,Normal,179900
RL,Other,23257,Other,2Story,7,2006,2006,Gd,Ex,No,Unf,0,Unf,0,868,868,887,1134,0,0,2,1,3,1,9,1,BuiltIn,2,422,New,Partial,274725
RL,65,8063,Other,2Story,6,2000,2000,TA,Gd,No,Unf,0,Unf,0,924,924,948,742,0,0,2,1,3,1,7,1,Attchd,2,463,WD,Abnorml,181000
RL,Other,11362,Other,1Story,Other,2004,2005,Gd,Ex,Mn,GLQ,1039,Unf,0,797,1836,1836,0,1,0,2,0,3,1,7,1,Attchd,3,862,WD,Normal,280000
RL,65,8000,Other,2Story,6,1995,1996,TA,Gd,No,GLQ,219,Unf,0,554,773,773,885,1,0,2,1,3,1,8,1,Attchd,2,431,WD,Normal,188000
RL,80,10480,Other,2Story,7,1976,1976,TA,TA,No,ALQ,403,Unf,0,400,803,1098,866,0,0,2,1,4,1,8,1,Attchd,2,483,WD,Normal,205000
RL,73,7100,NAmes,1Story,5,1957,1957,TA,TA,No,GLQ,708,Unf,0,108,816,816,0,1,0,1,0,2,1,5,0,Detchd,1,308,WD,Normal,129900
RL,Other,8923,NAmes,1Story,5,1953,2006,TA,TA,No,BLQ,643,Unf,0,365,1008,1008,0,1,0,1,0,2,1,6,0,Attchd,1,240,WD,Normal,134500
RL,Other,5400,OldTown,1Story,5,1954,2000,TA,TA,No,Rec,415,Unf,0,418,833,833,0,0,0,1,0,2,1,4,0,Detchd,1,326,WD,Normal,117000
RL,Other,12085,Other,1Story,Other,2007,2007,Gd,Ex,No,GLQ,1004,Unf,0,730,1734,1734,0,1,0,2,0,3,1,7,1,Attchd,3,928,New,Partial,318000
RL,65,7750,Other,Other,Other,2002,2002,Gd,Gd,No,GLQ,353,Unf,0,55,408,779,640,1,0,2,1,3,1,7,1,BuiltIn,2,527,WD,Normal,184100
RL,Other,9764,Other,1Story,5,1967,2003,TA,TA,No,BLQ,702,Unf,0,192,894,894,0,1,0,1,0,3,1,5,0,Attchd,2,450,WD,Normal,130000
RL,Other,13825,Other,Other,5,1958,1987,TA,TA,No,Unf,0,Unf,0,533,533,1021,580,0,1,1,0,3,1,6,0,BuiltIn,1,300,WD,Normal,140000
RL,70,7560,NAmes,1Story,5,1959,1959,TA,TA,No,LwQ,369,Unf,0,671,1040,1040,0,0,0,1,0,3,1,6,0,Attchd,1,286,WD,Normal,133700
RM,Other,8263,Other,1Story,6,1920,1950,TA,TA,No,Unf,0,Unf,0,1012,1012,1012,0,0,0,1,0,2,1,6,1,Detchd,1,308,WD,Normal,118400
RL,Other,10084,CollgCr,1Story,7,2005,2006,Gd,Gd,Av,GLQ,24,Unf,0,1528,1552,1552,0,0,0,2,0,3,1,7,0,Attchd,3,782,New,Partial,212900
RL,65,8926,Edwards,1Story,Other,1956,1956,TA,TA,No,Unf,0,Unf,0,672,672,960,0,0,0,1,0,3,1,5,0,Basment,1,288,COD,Abnorml,112000
RL,Other,9405,Edwards,1Story,5,1947,2008,TA,TA,No,Unf,0,Unf,0,698,698,698,0,0,1,1,0,2,1,4,0,None,0,0,WD,Normal,118000
RL,65,9125,Other,Other,7,1992,1992,TA,Gd,No,Unf,0,Unf,0,384,384,812,670,0,0,2,1,3,1,7,1,Attchd,2,392,WD,Normal,163900
RL,60,10434,NAmes,1Story,Other,1955,1955,TA,TA,No,Unf,0,Unf,0,1005,1005,1005,0,0,0,1,0,2,1,5,1,Detchd,2,672,WD,Normal,115000
RL,Other,3684,Other,1Story,7,2007,2007,Gd,Gd,No,Unf,0,Unf,0,1373,1373,1555,0,0,0,2,0,2,1,7,1,Attchd,3,660,WD,Normal,174000
RL,Other,14572,Other,1Story,7,2004,2004,Gd,Gd,Av,GLQ,1300,Unf,0,230,1530,1530,0,1,0,2,0,3,1,7,1,Attchd,3,630,WD,Family,259000
RL,Other,11796,Other,2Story,7,2004,2005,Gd,Gd,Av,Unf,0,Unf,0,847,847,847,1112,0,0,2,1,4,1,8,1,BuiltIn,2,434,WD,Normal,215000
RM,60,7200,OldTown,Other,5,1980,1980,TA,Gd,Gd,GLQ,936,Unf,0,0,936,936,0,1,0,1,0,2,1,4,0,Detchd,2,672,WD,Normal,140000
RL,65,7804,Other,Other,Other,1928,1950,TA,TA,No,BLQ,622,Unf,0,500,1122,1328,653,1,0,2,0,4,1,7,2,Detchd,2,576,WD,Normal,135000
RL,Other,10712,Other,1Story,5,1991,1992,TA,Gd,Mn,BLQ,212,Unf,0,762,974,974,0,0,0,1,0,3,1,5,0,None,0,0,Oth,Abnorml,93500
RM,Other,9900,OldTown,2Story,6,1880,1950,TA,TA,Mn,Unf,0,Unf,0,1008,1008,1178,1032,0,0,2,0,5,1,8,0,Detchd,1,205,WD,Normal,117500
RL,80,9828,Other,2Story,Other,1995,1995,Gd,Gd,No,GLQ,584,Unf,0,544,1128,1142,878,0,0,2,1,3,1,8,1,Attchd,2,466,WD,Normal,239500
RL,Other,8773,Other,2Story,6,1997,1997,TA,Gd,Av,Unf,0,Unf,0,916,916,916,684,0,0,2,1,3,1,7,1,Attchd,2,460,WD,Normal,169000
RM,60,6180,Other,1Story,6,1926,1950,TA,TA,No,Unf,0,Unf,0,960,960,986,0,0,0,1,0,2,1,5,1,Detchd,1,180,WD,Normal,102000
RL,80,9600,NAmes,Other,6,1950,1950,TA,TA,No,BLQ,280,Unf,0,752,1032,1032,220,0,0,1,0,3,1,6,0,Attchd,1,288,WD,Abnorml,119000
RL,Other,6342,Other,Other,5,1875,1996,TA,TA,No,Unf,0,Unf,0,780,780,780,240,0,0,1,0,2,1,6,0,None,0,0,WD,Normal,94000
RL,73,9819,Other,1Story,6,1977,1977,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,1567,0,1,0,2,0,2,1,5,2,Attchd,2,714,WD,Normal,196000
RL,Other,8731,Other,1Story,5,1920,1950,TA,TA,No,BLQ,645,Unf,0,270,915,1167,0,0,0,1,0,3,1,6,1,Detchd,2,495,WD,Normal,144000
RL,60,7350,NAmes,1Story,5,1951,1951,TA,TA,Mn,ALQ,852,Unf,0,100,952,952,0,1,0,1,0,2,1,4,0,Detchd,2,840,COD,Abnorml,139000
RL,80,10304,Other,2Story,5,1976,1976,TA,TA,No,ALQ,381,Unf,0,399,780,1088,780,1,0,2,1,4,1,9,1,Attchd,2,484,WD,Normal,197500
RL,Other,9965,CollgCr,2Story,Other,2006,2007,Gd,Ex,Gd,GLQ,1150,Unf,0,316,1466,1466,1362,1,0,3,0,4,1,11,1,BuiltIn,3,1052,New,Partial,424870
RL,Other,9000,Other,1Story,5,1959,1959,TA,TA,No,GLQ,288,Unf,0,718,1006,1006,0,0,0,1,0,3,1,5,0,None,0,0,WD,Normal,80000
RL,60,12180,Edwards,Other,Other,1941,1950,TA,Gd,No,BLQ,348,Unf,0,324,672,672,252,1,0,1,0,2,1,5,0,Detchd,1,280,WD,Normal,80000
RM,Other,6240,Other,Other,5,1928,1950,TA,TA,No,Unf,0,Unf,0,1042,1042,1042,534,0,0,1,0,3,1,8,1,Detchd,1,225,WD,Family,149000
RL,Other,11200,Other,1Story,6,1985,1985,Gd,Gd,No,GLQ,1258,Unf,0,40,1298,1298,0,1,0,2,0,3,1,5,1,Attchd,2,403,WD,Normal,180000
RL,Other,12000,Other,2Story,7,1941,1950,TA,TA,No,Rec,275,Unf,0,429,704,860,704,0,0,1,1,3,1,7,1,Attchd,1,234,WD,Normal,174500
RM,60,5700,OldTown,Other,7,1926,1950,TA,TA,No,Unf,0,Unf,0,572,572,572,539,0,0,1,0,2,1,5,1,Detchd,1,288,WD,Normal,116900
RM,Other,9000,OldTown,2Story,7,1920,1988,TA,TA,No,ALQ,624,Unf,0,26,650,832,650,0,1,1,0,3,1,7,0,Detchd,2,324,WD,Normal,143000
RL,Other,8280,NAmes,1Story,6,1950,1950,TA,TA,No,Unf,0,Unf,0,932,932,932,0,0,0,1,0,2,1,4,1,Attchd,1,306,WD,Normal,124000
RL,Other,17755,Edwards,1Story,5,1959,1959,TA,TA,No,BLQ,176,Unf,0,1290,1466,1466,0,0,0,1,1,3,1,6,2,Attchd,2,528,WD,Normal,149900
RL,Other,14115,Other,1Story,6,1956,2004,TA,TA,No,ALQ,296,GLQ,547,230,1073,1811,0,0,0,1,0,2,1,6,1,Attchd,2,470,WD,Abnorml,230000
RM,60,5890,Other,1Story,6,1930,2007,Gd,TA,Av,ALQ,538,Unf,0,278,816,816,0,0,0,1,0,2,1,5,0,Detchd,1,432,WD,Normal,120500
RL,73,13700,NAmes,2Story,7,1965,1988,TA,TA,Gd,ALQ,454,Unf,0,410,864,902,918,0,0,1,2,4,1,8,2,Attchd,2,492,WD,Normal,201800
RL,Other,10768,Other,1Story,5,1976,2004,Gd,Gd,Gd,ALQ,1157,Unf,0,280,1437,1437,0,1,0,2,0,3,1,6,1,Attchd,2,528,WD,Normal,218000
RL,Other,9350,NAmes,Other,5,1965,1999,TA,TA,Gd,ALQ,633,Unf,0,586,1219,1265,0,0,1,2,0,3,1,6,1,Attchd,2,502,WD,Normal,179900
RL,Other,5001,Other,1Story,7,2007,2008,Gd,Gd,No,GLQ,904,Unf,0,410,1314,1314,0,1,0,2,0,2,1,6,1,Attchd,2,626,WD,Normal,230000
RL,Other,11932,Other,1Story,Other,2007,2008,Gd,Gd,No,Unf,0,Unf,0,1580,1580,1580,0,0,0,2,0,3,1,7,0,Attchd,3,830,ConLD,Partial,235128
RL,Other,9120,Other,2Story,6,1974,1974,Gd,TA,No,ALQ,442,Unf,0,459,901,943,933,0,0,2,1,4,1,8,1,Attchd,2,540,WD,Normal,185000
RL,Other,2280,Other,2Story,6,1978,1978,TA,Gd,No,ALQ,311,Unf,0,544,855,855,601,0,0,2,1,3,1,7,1,Attchd,2,440,WD,Normal,146000
RL,Other,14778,Other,1Story,6,1954,2006,Gd,TA,No,BLQ,728,Unf,0,568,1296,1640,0,1,0,1,0,3,1,7,1,Detchd,2,924,WD,Normal,224000
RL,Other,8724,Other,1Story,5,1968,1968,TA,Gd,No,BLQ,492,Unf,0,402,894,894,0,0,0,1,0,3,1,5,1,Attchd,2,450,WD,Normal,129000
RL,60,12900,Other,Other,Other,1969,1969,TA,Gd,Av,GLQ,1198,Unf,0,0,1198,1258,0,2,0,0,2,0,2,6,0,CarPort,2,400,WD,Alloca,108959
RL,Other,16157,Other,Other,5,1978,1978,TA,Gd,Gd,ALQ,680,Rec,391,289,1360,1432,0,1,0,1,1,2,1,5,1,Attchd,2,588,WD,Normal,194000
RL,Other,9541,Other,1Story,7,2009,2009,Gd,Gd,No,Unf,0,Unf,0,1502,1502,1502,0,0,0,2,0,3,1,7,0,Attchd,2,644,New,Partial,233170
RL,Other,10475,CollgCr,1Story,Other,2008,2008,Gd,Gd,Av,Unf,0,Unf,0,1694,1694,1694,0,0,0,2,0,3,1,7,0,Attchd,3,776,WD,Normal,245350
RL,Other,10852,Other,2Story,6,2000,2000,TA,Gd,No,GLQ,786,Unf,0,173,959,959,712,1,0,2,1,3,1,7,1,Attchd,2,472,WD,Normal,173000
RL,Other,13728,Edwards,2Story,6,1935,1986,TA,TA,No,Rec,626,Unf,0,501,1127,1236,872,0,0,2,0,4,1,7,2,Basment,2,540,WD,Normal,235000
RL,Other,35760,Other,2Story,Other,1995,1996,Gd,Ex,Gd,GLQ,1387,Unf,0,543,1930,1831,1796,1,0,3,1,4,1,10,1,Attchd,3,807,WD,Normal,625000
RL,Other,9880,Other,Other,6,1977,1977,TA,TA,Av,ALQ,522,Unf,0,574,1096,1118,0,1,0,1,0,3,1,6,1,Attchd,1,358,WD,Normal,171000
RL,Other,9120,NAmes,1Story,6,1958,1958,TA,TA,No,ALQ,662,Unf,0,599,1261,1261,0,1,0,1,0,3,1,6,1,Attchd,2,433,WD,Normal,163000
FV,Other,4017,Other,2Story,7,2006,2007,Gd,Gd,No,Unf,0,Unf,0,625,625,625,625,0,0,2,1,2,1,5,0,Detchd,2,625,WD,Normal,171900
RL,Other,18030,Other,Other,5,1946,1994,TA,TA,No,Rec,152,BLQ,469,977,1598,1636,971,0,0,3,0,3,1,12,1,None,0,0,WD,Normal,200500
RL,80,16560,Other,2Story,6,1932,1950,TA,Gd,No,Rec,503,Unf,0,449,952,1170,1175,0,0,2,1,4,1,9,1,Detchd,2,360,WD,Normal,239000
RL,Other,10678,Other,Other,Other,1992,2000,Gd,Gd,No,GLQ,700,Unf,0,983,1683,2129,743,0,0,2,1,4,1,9,1,Attchd,2,541,WD,Normal,285000
RL,Other,6951,Other,1Story,5,1984,1985,TA,TA,No,ALQ,658,Unf,0,218,876,923,0,1,0,1,0,3,1,5,0,Attchd,1,264,WD,Normal,119500
RM,60,3950,OldTown,Other,6,1926,2004,TA,TA,No,Rec,468,Unf,0,350,818,818,406,0,0,1,0,3,1,5,0,Detchd,1,210,WD,Normal,115000
RL,Other,7681,Other,Other,5,1921,1950,TA,TA,No,Unf,0,Unf,0,731,731,820,523,0,0,1,1,3,1,7,1,Detchd,1,186,WD,Normal,154900
RL,Other,8335,Edwards,1Story,5,1954,1954,TA,None,None,None,0,None,0,0,0,1124,0,0,0,1,0,3,1,5,1,None,0,0,WD,Normal,93000
RL,Other,11170,Other,2Story,7,1990,1991,TA,Gd,No,LwQ,1216,Unf,0,0,1216,1298,1216,0,0,2,1,4,1,8,0,Attchd,2,693,WD,Normal,250000
RM,Other,5587,Other,1Story,Other,2008,2008,Ex,Ex,Gd,GLQ,1480,Unf,0,120,1600,1652,0,1,1,2,0,2,1,5,1,Attchd,2,482,New,Partial,392500
RL,Other,15623,Other,2Story,Other,1996,1996,Gd,Ex,Av,GLQ,2096,Unf,0,300,2396,2411,2065,1,0,3,1,4,1,10,2,Attchd,3,813,WD,Abnorml,745000
RL,60,10800,OldTown,1Story,5,1920,1950,TA,TA,No,Rec,821,Unf,0,299,1120,1130,0,1,0,1,0,2,1,5,1,Detchd,2,720,WD,Normal,120000
RL,Other,35133,Other,1Story,5,1963,1963,TA,TA,Gd,Rec,1159,Unf,0,413,1572,1572,0,1,0,1,1,3,1,5,2,2Types,3,995,WD,Normal,186700
RL,60,9738,Edwards,Other,5,1924,1950,TA,TA,No,BLQ,392,Unf,0,392,784,949,272,1,0,1,0,4,1,7,0,Attchd,1,392,WD,Normal,104900
RL,Other,10615,OldTown,2Story,Other,1900,1970,TA,Fa,Mn,BLQ,440,Unf,0,538,978,1014,685,1,0,2,0,3,2,7,0,CarPort,2,420,WD,Abnorml,95000
RL,Other,12461,Other,1Story,Other,1994,1995,Gd,Gd,No,GLQ,1456,Unf,0,168,1624,1624,0,1,0,2,0,2,1,5,1,Attchd,3,757,WD,Normal,262000
RL,Other,8935,CollgCr,2Story,7,2002,2002,Gd,Gd,No,Unf,0,Unf,0,831,831,831,829,0,0,2,1,3,1,7,0,Attchd,2,493,WD,Normal,195000
RL,60,7500,Other,2Story,7,1999,1999,TA,TA,No,Unf,0,Unf,0,994,994,1028,776,0,0,2,1,3,1,7,1,Attchd,2,442,WD,Normal,189000
RL,73,32463,Other,1Story,Other,1961,1975,TA,TA,Av,BLQ,1159,Unf,0,90,1249,1622,0,1,0,1,0,3,1,7,1,2Types,4,1356,WD,Normal,168000
FV,Other,2645,Other,2Story,Other,1999,2000,Gd,Gd,No,Unf,0,Unf,0,776,776,764,677,0,0,2,1,2,1,5,0,Detchd,2,492,WD,Normal,174000
RM,60,9600,OldTown,Other,5,1925,1994,TA,TA,Mn,Unf,0,Unf,0,702,702,842,630,0,0,1,0,3,1,6,0,Detchd,1,250,WD,Normal,125000
RM,73,4500,Other,1Story,6,1999,1999,TA,Ex,No,GLQ,883,Unf,0,341,1224,1224,0,1,0,2,0,2,1,5,0,Attchd,2,402,WD,Normal,165000
RL,80,9364,Other,2Story,6,1969,1969,TA,TA,No,ALQ,371,Unf,0,292,663,663,689,0,0,1,1,4,1,7,0,Attchd,1,299,WD,Normal,158000
RL,Other,8029,Other,2Story,6,2005,2005,TA,Gd,No,Unf,0,Unf,0,728,728,728,728,0,0,2,1,3,1,8,0,Attchd,2,400,WD,Normal,176000
RL,Other,14054,Other,2Story,7,2006,2006,Gd,Gd,Av,Unf,0,Unf,0,879,879,879,984,0,0,2,1,4,1,9,1,BuiltIn,3,660,New,Partial,219210
RM,65,8850,OldTown,Other,7,1916,1950,TA,TA,No,Unf,0,Unf,0,815,815,815,875,0,0,1,0,3,1,7,1,Detchd,1,225,ConLw,Normal,144000
RL,70,9100,CollgCr,1Story,7,2001,2001,Gd,Gd,No,Unf,0,Unf,0,1212,1212,1212,0,0,0,2,0,3,1,6,0,Attchd,2,573,WD,Normal,178000
RL,Other,11235,Other,1Story,Other,1963,1979,TA,TA,No,Rec,547,Unf,0,504,1051,1382,0,0,0,1,1,3,1,6,1,Attchd,2,459,WD,Normal,148000
RL,Other,9353,NAmes,1Story,Other,1970,1970,TA,TA,No,Unf,0,Unf,0,864,864,864,0,0,0,1,0,3,1,5,0,Attchd,1,280,Oth,Abnorml,116050
RL,80,10400,CollgCr,2Story,7,1998,1998,TA,Gd,Av,Unf,0,Unf,0,866,866,866,913,0,0,2,1,3,1,6,0,Attchd,2,546,WD,Normal,197900
RM,Other,6000,Other,Other,5,1925,1997,TA,TA,No,Unf,0,Unf,0,884,884,884,464,1,0,1,0,3,1,5,1,Detchd,1,216,WD,Normal,117000
RL,Other,9750,CollgCr,1Story,7,2000,2001,Gd,Gd,No,Unf,0,Unf,0,1630,1630,1630,0,0,0,2,0,3,1,6,1,Attchd,2,451,WD,Normal,213000
RL,Other,10140,Other,1Story,5,1975,1975,TA,Gd,No,ALQ,788,Unf,0,268,1056,1074,0,1,0,1,1,3,1,6,0,Attchd,2,495,WD,Normal,153500
RL,Other,14684,Other,1Story,7,1990,1991,Gd,Gd,Mn,ALQ,485,BLQ,177,1496,2158,2196,0,0,0,2,0,3,1,7,1,Attchd,3,701,WD,Normal,271900
RH,Other,8900,Other,1Story,Other,1966,1966,TA,TA,No,Rec,1056,Unf,0,0,1056,1056,0,1,0,1,0,2,1,5,0,Detchd,1,384,WD,Normal,107000
RL,70,9135,CollgCr,1Story,6,2003,2003,Gd,Gd,Av,GLQ,340,Unf,0,1342,1682,1700,0,1,0,2,0,3,1,7,0,Attchd,2,544,WD,Normal,200000
RL,70,7763,NAmes,1Story,5,1962,1980,TA,TA,No,Rec,504,BLQ,108,319,931,1283,0,1,0,1,0,3,1,6,0,Detchd,2,506,WD,Normal,140000
RL,Other,10182,Other,1Story,Other,2006,2006,Gd,Ex,Mn,GLQ,1220,Unf,0,440,1660,1660,0,1,0,2,0,3,1,8,1,Attchd,2,500,New,Partial,290000
RL,70,11218,Other,2Story,6,1992,1992,Gd,Gd,No,Unf,0,Unf,0,1055,1055,1055,790,0,0,2,1,3,1,8,1,Attchd,2,462,WD,Normal,189000
RL,Other,12134,Other,Other,Other,1988,2005,Gd,Gd,Av,GLQ,427,Unf,0,132,559,1080,672,0,0,2,0,4,1,8,0,Basment,2,492,WD,Normal,164000
RL,Other,9340,Edwards,1Story,Other,1941,1950,TA,TA,No,Rec,344,Unf,0,328,672,672,0,1,0,1,0,2,1,4,0,Attchd,1,234,WD,Normal,113000
RL,Other,10246,Other,Other,Other,1965,2001,TA,TA,Av,GLQ,648,Unf,0,0,648,960,0,1,1,0,0,0,1,3,0,Attchd,1,364,WD,Normal,145000
RL,Other,10205,NAmes,Other,5,1962,1962,TA,TA,Av,BLQ,784,Unf,0,141,925,999,0,1,0,1,0,3,1,6,0,Attchd,1,300,WD,Normal,134500
RL,Other,7094,Other,1Story,5,1966,1966,TA,TA,No,Rec,180,LwQ,374,340,894,894,0,0,0,1,0,3,1,5,0,Detchd,1,384,WD,Normal,125000
RM,Other,8930,Other,Other,6,1978,1978,TA,None,None,None,0,None,0,0,0,1318,584,0,0,2,0,4,2,8,0,Attchd,2,539,WD,Normal,112000
FV,Other,8640,Other,1Story,Other,2009,2009,Gd,Gd,Mn,GLQ,936,Unf,0,364,1300,1314,0,1,0,2,0,3,1,6,0,Attchd,2,552,New,Partial,229456
RM,Other,6240,Other,Other,Other,1947,1950,TA,None,None,None,0,None,0,0,0,672,240,0,0,1,0,2,1,3,0,None,0,0,WD,Normal,80500
RM,Other,1680,Other,2Story,6,1971,1971,TA,TA,No,Unf,0,Unf,0,672,672,672,546,0,0,1,1,3,1,7,0,None,0,0,WD,Abnorml,91500
RL,Other,7800,NAmes,1Story,5,1964,1964,TA,TA,No,Rec,312,LwQ,600,0,912,912,0,0,0,1,0,2,1,5,0,Attchd,1,288,WD,Abnorml,115000
RL,Other,8250,Other,1Story,5,1968,1968,TA,TA,No,BLQ,250,LwQ,492,210,952,1211,0,0,0,1,0,3,1,5,1,Attchd,1,322,WD,Normal,134000
RL,Other,10496,NAmes,Other,6,1949,1950,TA,TA,Mn,Rec,196,Unf,0,844,1040,1168,678,0,0,2,0,3,1,7,1,Attchd,1,315,WD,Normal,143000
RL,Other,10680,NAmes,1Story,5,1951,1951,TA,TA,No,LwQ,756,Unf,0,1380,2136,2136,0,0,0,2,0,4,1,7,0,Detchd,2,528,WD,Normal,137900
RL,60,15384,Other,2Story,7,2004,2005,Gd,Gd,Av,GLQ,724,Unf,0,64,788,788,702,1,0,2,1,3,1,8,1,Attchd,2,388,WD,Normal,184000
RL,65,10482,NAmes,Other,6,1958,1958,TA,TA,Av,GLQ,507,Unf,0,81,588,1138,0,0,1,1,0,3,1,6,0,Attchd,1,264,WD,Normal,145000
RL,Other,14598,Other,2Story,6,2007,2007,Gd,Gd,Mn,Unf,0,Unf,0,894,894,894,1039,0,0,2,1,4,1,9,1,BuiltIn,3,668,WD,Normal,214000
RL,Other,8872,NAmes,1Story,5,1965,2008,TA,TA,No,ALQ,595,Unf,0,317,912,912,0,1,0,1,0,2,1,5,0,Detchd,2,576,WD,Normal,147000
RL,65,8769,Other,1Story,Other,2008,2008,Ex,Ex,No,GLQ,1540,Unf,0,162,1702,1702,0,1,0,1,1,1,1,7,1,Attchd,3,1052,New,Partial,367294
RL,70,7910,NAmes,Other,5,1960,1960,TA,TA,No,ALQ,666,Unf,0,409,1075,1507,0,0,0,2,0,4,1,7,0,Basment,1,404,WD,Normal,127000
RL,Other,18890,Other,Other,5,1977,1977,TA,Gd,No,GLQ,498,Rec,211,652,1361,1361,1259,0,0,2,2,4,2,12,1,BuiltIn,2,600,WD,Normal,190000
RL,70,7728,NAmes,Other,5,1962,1962,TA,TA,Av,ALQ,803,Unf,0,303,1106,1190,0,1,0,1,0,3,1,6,0,Attchd,2,540,WD,Normal,132500
RL,70,9842,NAmes,1Story,Other,1962,1962,TA,None,None,None,0,None,0,0,0,1224,0,0,0,2,0,2,2,6,0,CarPort,2,462,WD,Normal,101800
RL,73,12160,NAmes,1Story,5,1959,1959,TA,TA,No,Rec,1000,Unf,0,188,1188,1188,0,1,0,1,0,3,1,6,0,Attchd,2,531,COD,Abnorml,142000
RH,Other,8525,Other,2Story,5,1911,1950,TA,TA,Av,Unf,0,Unf,0,940,940,1024,940,0,0,1,1,4,1,7,0,None,0,0,WD,Abnorml,130000
RL,Other,13132,Other,2Story,5,1914,1950,TA,Gd,Mn,Unf,0,Unf,0,747,747,892,892,0,0,1,1,4,1,9,0,Detchd,1,180,WD,Normal,138887
RL,Other,2628,Other,2Story,7,2003,2003,Gd,Gd,No,Unf,0,Unf,0,764,764,764,862,0,0,2,1,2,1,6,0,BuiltIn,2,474,WD,Normal,175500
RL,Other,12393,CollgCr,2Story,7,2004,2005,Gd,Gd,No,Unf,0,Unf,0,847,847,847,1101,0,0,2,1,4,1,8,1,BuiltIn,2,434,WD,Normal,195000
RL,Other,13072,Other,1Story,6,2005,2005,Gd,Gd,No,Unf,0,Unf,0,1141,1141,1141,0,0,0,1,1,3,1,6,0,Detchd,2,484,WD,Abnorml,142500
RL,Other,9037,Other,1Story,Other,2006,2006,Gd,Gd,Av,GLQ,428,Unf,0,1048,1476,1484,0,0,0,2,0,2,1,6,1,Attchd,2,472,WD,Normal,265900
RL,65,8158,CollgCr,2Story,7,2003,2003,Gd,Gd,No,GLQ,550,Unf,0,334,884,884,884,1,0,2,1,3,1,8,0,Attchd,2,543,WD,Normal,224900
RL,Other,9849,Other,1Story,7,2007,2007,Gd,Gd,Av,Unf,0,Unf,0,1689,1689,1689,0,0,0,2,0,3,1,7,0,Attchd,3,954,New,Partial,248328
RL,Other,10625,Other,Other,7,1974,1974,TA,Gd,Gd,GLQ,885,LwQ,168,0,1053,1173,0,1,0,2,0,3,1,6,2,Attchd,2,528,WD,Family,170000
RL,Other,13891,Other,1Story,Other,2006,2006,Ex,Ex,Gd,GLQ,1386,Unf,0,690,2076,2076,0,1,0,2,1,2,1,7,1,Attchd,3,850,New,Partial,465000
RL,Other,11435,Other,2Story,Other,1929,1950,TA,Gd,No,Unf,0,Unf,0,792,792,792,725,0,0,1,0,3,1,7,2,Detchd,2,400,WD,Normal,230000
RL,Other,12090,Other,Other,6,1984,2003,TA,Gd,No,Unf,0,Unf,0,585,585,1140,728,0,0,3,1,3,1,7,1,BuiltIn,2,477,WD,Abnorml,178000
FV,65,8125,Other,2Story,7,2005,2006,Gd,Gd,No,Unf,0,Unf,0,756,756,756,797,0,0,2,1,3,1,6,0,Attchd,2,615,New,Partial,186500
